Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Lesotho,LSO,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.615384615,3.75,3.797468354,3.797468354,3.797468354,,11.66666667,11.66666667,11.66666667,11.66666667,23.52941176,25,24.16666667,24.16666667,24.16666667,26.66666667,26.66666667,26.66666667,25,25,22.13114754,22.13114754,23.33333333,23.33333333
Late-demographic dividend,LTE,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.17306277,14.7490686,14.75821417,15.11237669,15.6899811,15.07978442,15.78637923,16.01638705,16.04085603,16.74550615,17.07873716,17.21615202,17.2508526,17.66031359,18.28507588,18.915147,19.10251524,19.36532212,19.88918609,20.70172028,21.47005617,21.9700493,22.02253469
Lithuania,LTU,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.51824818,17.51824818,17.51824818,10.63829787,10.63829787,10.63829787,10.63829787,21.9858156,21.9858156,24.82269504,22.69503546,17.73049645,19.14893617,19.14893617,19.14893617,24.46043165,24.11347518,24.11347518,23.40425532,21.27659574,21.27659574,21.27659574,21.27659574,24.11347518
Luxembourg,LUX,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,20,16.66666667,16.66666667,16.66666667,16.66666667,16.66666667,23.33333333,23.33333333,23.33333333,23.33333333,23.33333333,20,20,25,21.66666667,28.33333333,28.33333333,28.33333333,28.33333333,28.33333333,20,25,30
Latvia,LVA,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,9,17,17,17,18,21,21,21,19,20,20,22,20,23,23,23,18,18,18,16,31,30,30
"Macao SAR, China",MAC,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Martin (French part),MAF,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,MAR,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.615384615,0.615384615,0.615384615,0.615384615,0.615384615,10.76923077,10.76923077,10.76923077,10.76923077,10.76923077,10.46153846,10.46153846,10.46153846,10.46153846,16.96202532,16.96202532,16.96202532,16.96202532,16.96202532,20.50632911,20.50632911,20.50632911,20.50632911,20.50632911
Monaco,MCO,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.555555556,22.22222222,22.22222222,22.22222222,22.22222222,22.22222222,20.83333333,20.83333333,20.83333333,20.83333333,20.83333333,25,26.08695652,26.08695652,19.04761905,19.04761905,20.83333333,20.83333333,20.83333333,20.83333333,20.83333333,33.33333333,33.33333333,33.33333333
Moldova,MDA,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.807692308,,8.910891089,7.920792079,12.87128713,12.87128713,12.87128713,15.84158416,21.78217822,21.78217822,21.78217822,21.78217822,23.76237624,18.81188119,19.8019802,19.8019802,19.8019802,17.82178218,21.78217822,21.78217822,22.77227723,22.77227723,25.74257426,24.75247525
Madagascar,MDG,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.731343284,,8,8,8,,3.75,6.875,6.875,6.875,7.874015748,7.874015748,,12.5,12.5,17.4863388,17.4863388,20.52980132,20.52980132,20.52980132,19.20529801,19.20529801,15.89403974,15.89403974
Maldives,MDV,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.25,6.25,,6,6,6,6,6,12,12,12,12,6.493506494,6.493506494,6.493506494,6.493506494,6.493506494,5.882352941,5.882352941,5.882352941,5.882352941,5.882352941,4.597701149,4.597701149
Middle East & North Africa,MEA,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3.604216253,4.173678896,4.207011686,4.343468092,5.896069287,5.876358696,6.591957811,6.171548117,8.057742782,8.352910467,8.300704777,8.780991736,10.42606516,10.05291005,13.14699793,15.93601896,16.0878599,16.38468388,17.08504098,16.30213632,16.67937961,16.36363636,16.6539924
Mexico,MEX,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.2,17.4,18.2,16,16,16,22.6,22.6,24.2,22.6,23.2,23.2,27.6,26.2,26.2,36.8,36.8,37.4,42.36947791,42.4,42.6,48.2,48.2,48.2
Marshall Islands,MHL,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.03030303,3.03030303,3.03030303,3.03030303,3.03030303,3.03030303,3.03030303,3.03030303,3.03030303,3.03030303,3.03030303,3.03030303,3.03030303,3.03030303,3.03030303,9.090909091,9.090909091,9.090909091,9.090909091,6.060606061,6.060606061
Middle income,MIC,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.225215589,12.18780087,12.36721391,12.04723062,12.5212994,13.817719,13.69563003,14.46692842,14.64151679,15.1985262,16.33660969,17.26820014,18.18224277,18.05542682,18.58888633,19.89249782,20.81642397,21.50642817,21.83387576,22.22422495,22.47318669,23.05621464,23.41979125,23.74803856
North Macedonia,MKD,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.333333333,3.333333333,7.5,6.666666667,6.666666667,17.5,18.33333333,19.16666667,19.16666667,28.33333333,29.16666667,31.66666667,32.5,32.5,30.89430894,32.5203252,34.14634146,33.33333333,33.33333333,33.33333333,37.5,38.33333333,39.16666667,35.83333333
Mali,MLI,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.24489796,12.24489796,12.24489796,12.24489796,12.24489796,10.20408163,10.20408163,10.20408163,10.20408163,10.20408163,10.20408163,10.20408163,10.20408163,10.20408163,10.20408163,10.20408163,,9.523809524,8.843537415,8.843537415,8.843537415,8.843537415,9.523809524,27.89115646
Malta,MLT,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.797101449,5.797101449,9.230769231,9.230769231,9.230769231,9.230769231,7.692307692,9.230769231,9.230769231,9.230769231,9.230769231,8.695652174,8.695652174,8.695652174,8.695652174,8.695652174,14.28571429,14.28571429,12.85714286,12.85714286,11.94029851,11.94029851,14.92537313,13.43283582
Myanmar,MMR,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.294478528,3.544303797,6.032482599,6.032482599,5.594405594,12.69349845,9.930715935,10.16166282,10.16166282,11.31639723,11.11111111
Middle East & North Africa (excluding high income),MNA,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.919860627,3.493613824,3.879149571,3.881700555,3.995560488,5.678466077,6.014434643,6.957217113,6.40907697,8.632425743,8.849009901,8.767038414,9.085347201,10.98317095,10.50870147,14.1674333,16.42006496,16.75108538,16.9019182,17.56715967,16.58140235,16.93742479,16.26865672,16.45190291
Montenegro,MNE,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.641975309,11.11111111,11.11111111,11.11111111,11.11111111,12.34567901,17.28395062,16.04938272,17.28395062,17.28395062,23.45679012,23.45679012,23.45679012,28.39506173,29.62962963
Mongolia,MNG,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.894736842,7.894736842,7.894736842,10.52631579,10.52631579,10.52631579,10.52631579,6.756756757,6.666666667,6.578947368,6.578947368,4.166666667,3.947368421,3.947368421,3.947368421,14.86486486,14.86486486,14.86486486,14.47368421,17.10526316,17.10526316,17.10526316,17.33333333,17.33333333
Northern Mariana Islands,MNP,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mozambique,MOZ,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.2,25.2,,30,30,30,30,34.8,34.8,34.8,34.8,34.8,39.2,39.2,39.2,39.2,39.2,,39.6,39.6,39.6,39.6,41.2,42.4
Mauritania,MRT,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.265822785,3.797468354,3.797468354,3.797468354,,,3.703703704,3.703703704,,17.89473684,22.10526316,22.10526316,22.10526316,22.10526316,22.10526316,22.10526316,,25.17006803,25.17006803,25.17006803,25.17006803,20.26143791,20.26143791,20.26143791
Mauritius,MUS,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.575757576,7.575757576,7.575757576,5.714285714,5.714285714,5.714285714,5.714285714,5.714285714,17.14285714,17.14285714,17.14285714,17.14285714,17.14285714,18.84057971,18.84057971,18.84057971,18.84057971,18.84057971,11.5942029,11.5942029,11.5942029,11.5942029,20,20
Malawi,MWI,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.649717514,5.649717514,8.29015544,9.32642487,9.32642487,9.32642487,9.32642487,13.98963731,13.61256545,13.61256545,12.95336788,12.95336788,20.83333333,20.83333333,22.27979275,22.27979275,22.27979275,16.66666667,16.66666667,16.66666667,16.66666667,16.66666667,22.91666667,22.91666667
Malaysia,MYS,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.8125,7.8125,,10.3626943,10.3626943,10.3626943,10.47120419,9.132420091,9.132420091,9.132420091,10.0456621,10.81081081,9.90990991,9.90990991,10.40723982,10.40723982,10.36036036,10.36036036,10.36036036,10.36036036,10.36036036,13.90134529,14.41441441,14.41441441
North America,NAC,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.35326087,15.35326087,16.30434783,,16.71195652,16.57608696,16.84782609,17.49663526,17.63122476,18.16958277,18.64864865,19.11170929,18.97711978,18.97711978,20.10796221,20.75471698,20.67567568,21.69811321,22.27979275,22.17898833,22.36671001,25,25.87776333,25.87776333
Namibia,NAM,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.22222222,22.22222222,22.22222222,25,25,25,26.38888889,25,26.92307692,26.92307692,26.92307692,26.92307692,26.92307692,24.35897436,24.35897436,24.35897436,24.35897436,,41.34615385,41.34615385,41.34615385,46.15384615,42.70833333,43.26923077
New Caledonia,NCL,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Niger,NER,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.204819277,1.204819277,,1.204819277,1.204819277,1.204819277,1.204819277,12.38938053,12.38938053,12.38938053,12.38938053,12.38938053,9.734513274,,13.27433628,13.27433628,13.27433628,13.27433628,13.27433628,14.61988304,16.95906433,16.95906433,16.95906433,16.95906433
Nigeria,NGA,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.418803419,3.418803419,3.418803419,4.722222222,4.722222222,6.388888889,6.111111111,6.983240223,6.983240223,6.983240223,6.983240223,6.818181818,6.666666667,6.666666667,6.666666667,5.555555556,5.555555556,5.555555556,5.555555556,3.38028169,3.631284916
Nicaragua,NIC,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.75268817,10.75268817,9.677419355,9.677419355,,20.65217391,20.65217391,20.65217391,20.65217391,15.2173913,18.47826087,18.47826087,20.65217391,20.65217391,40.2173913,40.2173913,40.2173913,42.39130435,41.30434783,45.65217391,45.65217391,45.65217391,44.56521739,47.25274725
Netherlands,NLD,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.33333333,36,36,36,36,34,36.66666667,36.66666667,36.66666667,36.66666667,39.33333333,41.33333333,42,40.66666667,40.66666667,38.66666667,38.66666667,38.66666667,37.33333333,37.33333333,36,36,31.33333333,33.33333333
Norway,NOR,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.36363636,36.36363636,36.36363636,36.36363636,35.75757576,36.36363636,36.36363636,38.18181818,37.86982249,37.86982249,36.09467456,36.09467456,39.64497041,39.64497041,39.64497041,39.64497041,39.64497041,39.64497041,39.64497041,39.64497041,41.42011834,41.42011834,40.82840237,41.42011834
Nepal,NPL,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.414634146,3.414634146,5.853658537,5.853658537,5.853658537,5.853658537,5.853658537,5.853658537,5.853658537,5.882352941,17.32522796,33.16498316,33.16498316,33.16498316,33.16498316,33.16498316,,29.48073702,29.54924875,29.57983193,29.57983193,32.72727273,32.72727273,32.72727273
Nauru,NRU,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,5.263157895,5.263157895,5.263157895,5.263157895,10.52631579,10.52631579,10.52631579,10.52631579
New Zealand,NZL,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.16666667,29.16666667,29.16666667,30.83333333,30.83333333,29.16666667,28.33333333,28.33333333,32.23140496,32.23140496,33.05785124,33.60655738,33.60655738,33.60655738,32.23140496,32.23140496,32.23140496,29.75206612,31.40495868,31.40495868,38.33333333,38.33333333,40.83333333,40.83333333
OECD members,OED,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.00236197,16.32326465,17.27837946,18.0409042,17.71919068,19.14414414,19.41844254,20.00202655,20.61743101,21.00099108,22.15503569,22.30700624,23.00990099,23.07996833,23.88118812,24.95049505,26.09555841,26.75332527,27.81184039,27.93481541,28.83584505,29.78596908,30.71817732,31.0666138
Oman,OMN,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.409638554,2.409638554,2.409638554,0,0,0,0,1.19047619,1.19047619,1.19047619,1.19047619,1.176470588,1.176470588,1.176470588,1.176470588,2.325581395,2.325581395
Other small states,OSS,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.917197452,8.43373494,9.744408946,10.65292096,10.92783505,12.60623229,13.31147541,13.74631268,14.65567981,13.71145374,14.83547128,15.28023599,15.24141943,15.59953434,16.10465116,17.09451575,17.08749266,17.42839732,18.6139748,19.01012373,18.56216853,19.95249406,20.51847766,20.94298246
Pakistan,PAK,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.304147465,2.304147465,,,,21.05263158,21.6374269,21.34502924,21.34502924,21.34502924,21.05263158,22.4852071,22.22222222,22.22222222,22.51461988,22.51461988,20.74303406,20.74303406,20.58823529,20.58823529,20.58823529,20.23460411,20.23460411,20.1754386
Panama,PAN,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.722222222,9.722222222,,9.85915493,9.85915493,9.85915493,9.85915493,16.66666667,16.66666667,16.66666667,16.66666667,16.66666667,8.450704225,8.450704225,8.450704225,8.450704225,8.450704225,19.29824561,18.30985915,18.30985915,18.30985915,18.30985915,21.12676056,22.53521127
Peru,PER,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.83333333,10.83333333,10.83333333,,18.33333333,18.33333333,18.33333333,18.33333333,18.33333333,29.16666667,29.16666667,29.16666667,27.5,27.5,21.53846154,21.53846154,21.53846154,22.30769231,22.30769231,27.69230769,27.69230769,27.69230769,30,26.15384615
Philippines,PHL,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.05990783,12.44239631,12.44239631,11.26126126,17.75700935,17.75700935,17.75700935,15.25423729,15.25423729,15.25423729,20.50209205,20.50209205,20.97378277,22.14285714,22.88732394,22.88732394,27.33564014,27.33564014,27.24137931,29.79452055,29.45205479,29.45205479,27.96052632,27.96052632
Palau,PLW,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,12.5,12.5,12.5,12.5
Papua New Guinea,PNG,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.834862385,1.834862385,1.834862385,1.834862385,1.834862385,,0.917431193,0.917431193,0.917431193,0.917431193,0.917431193,0.917431193,0.917431193,0.917431193,0.917431193,2.702702703,2.702702703,2.702702703,2.702702703,2.702702703,0,0,0,0
Poland,POL,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.04347826,13.04347826,13.04347826,13.04347826,20.2173913,20.2173913,20.2173913,20.2173913,20.43478261,20.43478261,20.43478261,20.2173913,20,20,23.69565217,23.69565217,23.69565217,24.34782609,27.39130435,27.39130435,28.04347826,28.04347826,28.69565217,28.69565217
Pre-demographic dividend,PRE,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0074129,11.28831814,12.82398017,13.08450409,13.68960469,15.28672947,16.09695463,16.67190941,17.21769685,17.41975693,17.19421028,19.53313253,20.1545949,21.25461255,20.93480563,21.84314836,22.14094809,22.29316669,22.04561161,22.01133144,22.79837775
Puerto Rico,PRI,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Korea, Dem. People’s Rep.",PRK,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.08733624,20.08733624,20.08733624,20.08733624,20.08733624,20.08733624,,20.08733624,20.08733624,20.08733624,20.08733624,20.08733624,15.57496361,15.57496361,15.57496361,15.57496361,15.57496361,16.30276565,16.30276565,16.30276565,16.30276565,16.30276565,17.61280932,17.61280932
Portugal,PRT,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.04347826,13.04347826,18.69565217,17.39130435,18.69565217,19.13043478,19.13043478,19.13043478,21.30434783,21.30434783,28.26086957,28.26086957,27.39130435,27.39130435,28.69565217,28.69565217,31.30434783,31.30434783,34.7826087,34.7826087,34.7826087,34.7826087,38.69565217,40
Paraguay,PRY,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,,2.5,2.5,2.5,2.5,8.75,10,10,10,10,12.5,12.5,12.5,12.5,12.5,17.5,15,15,15,13.75,15,15,16.25
West Bank and Gaza,PSE,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pacific island small states,PSS,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.586206897,2.090592334,4.658385093,,2.949852507,3.197674419,2.73556231,3.58974359,3.856041131,,,,,,,,,4.864864865,5.675675676,6.469002695,7.277628032,7.795698925,7.774798928,8.333333333
Post-demographic dividend,PST,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.88591762,17.94929833,18.23885526,19.41747573,18.95734597,20.12927054,20.72454308,21.67047806,22.03407881,22.77564921,23.65762892,24.31772327,24.73745624,24.85420422,25.31942078,25.93932943,27.47800276,28.12838864,28.56524562,28.56215514,29.57156663,30.427773,31.97249678,32.55213932
French Polynesia,PYF,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qatar,QAT,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,9.756097561,9.756097561,9.756097561,9.756097561
Romania,ROU,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.288629738,7.288629738,7.288629738,,10.72463768,10.72463768,10.72463768,11.44578313,11.17824773,11.17824773,9.393939394,11.37724551,11.37724551,11.37724551,11.21212121,13.34951456,13.34951456,13.51351351,13.71571072,13.71571072,20.66869301,20.66869301,21.88449848,21.88449848
Russian Federation,RUS,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.22222222,10.22222222,,7.709750567,7.572383073,7.572383073,7.572383073,9.843400447,9.843400447,9.843400447,14,14,14,14,13.55555556,13.55555556,13.55555556,13.55555556,13.55555556,12.66666667,15.77777778,15.77777778,15.77777778,15.77777778
Rwanda,RWA,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.14285714,17.14285714,17.14285714,25.71428571,25.67567568,25.67567568,48.75,48.75,48.75,48.75,48.75,56.25,56.25,56.25,56.25,56.25,63.75,63.75,63.75,63.75,61.25,61.25,61.25,61.25
South Asia,SAS,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.755813953,6.05355064,7.010309278,8.444096951,8.122362869,9.090909091,9.201101928,9.015942826,13.27643433,12.8436019,14.2629058,18.44244758,20.04950495,20.04950495,20.33758748,20.33758748,15.74889868,19.23872569,19.31911403,19.39194741,19.3999178,17.10455764,18.95734597,18.90359168
Saudi Arabia,SAU,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,19.86754967,19.86754967,19.86754967,19.86754967,19.86754967,19.86754967,19.86754967,19.86754967
Sudan,SDN,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.25,5.25,,,9.722222222,9.722222222,9.722222222,9.722222222,14.66666667,17.77777778,18.05869074,18.05869074,18.91891892,25.56053812,24.57627119,24.57627119,24.57627119,24.29378531,30.51643192,30.51643192,30.51643192,30.51643192,,
Senegal,SEN,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.66666667,12.14285714,12.14285714,12.14285714,16.66666667,19.16666667,19.16666667,19.16666667,19.16666667,19.16666667,22,22,22.66666667,22.66666667,22.66666667,42.66666667,42.66666667,43.33333333,42.66666667,42.66666667,41.81818182,41.81818182,41.81818182,43.03030303
Singapore,SGP,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.761904762,4.761904762,4.301075269,4.301075269,11.76470588,11.76470588,15.95744681,15.95744681,15.95744681,21.17647059,24.46808511,24.46808511,23.40425532,23.40425532,22.22222222,24.24242424,24.24242424,25.25252525,23.91304348,23.76237624,23,23,23,29.47368421
Solomon Islands,SLB,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.040816327,2.040816327,2.040816327,,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2.040816327,4.081632653,6.12244898
Sierra Leone,SLE,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.75,8.75,8.75,,14.51612903,14.51612903,14.51612903,14.51612903,13.2231405,13.2231405,13.2231405,13.2231405,12.90322581,12.39669421,12.39669421,12.09677419,12.39669421,12.39669421,12.39669421,12.32876712,12.32876712,12.32876712
El Salvador,SLV,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.47619048,16.66666667,16.66666667,9.523809524,9.523809524,9.523809524,10.71428571,10.71428571,10.71428571,16.66666667,16.66666667,16.66666667,19.04761905,19.04761905,19.04761905,26.19047619,26.19047619,27.38095238,32.14285714,32.14285714,32.14285714,30.95238095,30.95238095,33.33333333
